hotel_id,name,address,city,country,latitude,longitude,avg_score,total_reviews,price_per_night,has_wifi,has_pool,has_gym,has_sauna,has_restaurant,has_room_service,has_lounge,has_event_space
79,Knightsbridge Hotel,10 Beaufort Gardens Kensington and Chelsea London SW3 1PT United Kingdom,London,United Kingdom,51.4980052,-0.1643238,9.1,473,265,1,0,1,0,1,1,0,0
80,Best Western Seraphine Kensington Olympia,225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,London,United Kingdom,51.4992791,-0.1973593,7.4,895,200,1,0,0,0,1,0,0,0
81,Hotel Best Western PLUS Alfa Aeropuerto,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,Barcelona,Spain,41.3283758,2.1129638,7.8,2521,160,1,1,1,1,1,0,0,0
82,Hotel Maison Ath n e,19 Rue De Caumartin 9th arr 75009 Paris France,Paris,France,48.8713421,2.3280723,8.8,346,245,1,0,0,0,1,0,0,0
83,Pulitzer Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,Amsterdam,Netherlands,52.3728353,4.883326,9.1,909,235,1,0,0,0,1,1,0,0
84,H10 Marina Barcelona,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,Barcelona,Spain,41.393227,2.1927427,8.2,1579,180,1,1,1,1,1,1,1,0
85,Sofitel Paris Baltimore Tour Eiffel,88 Bis Avenue Kl ber 16th arr 75016 Paris France,Paris,France,48.8663089,2.289609,8.3,420,225,1,0,1,0,1,1,0,0
86,H tel des Academies et des Arts,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,Paris,France,48.8420669,2.3304091,8.8,215,255,1,0,0,0,1,0,0,0
87,Hotel Park Lane Paris,4 Rue La Boetie 8th arr 75008 Paris France,Paris,France,48.8745879,2.3188143,8.7,824,225,1,0,0,0,1,1,0,0
88,Medinaceli,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,Barcelona,Spain,41.3781685,2.1786627,7.8,523,165,1,0,0,0,1,0,0,0
89,Lyric H tel Paris,2 rue de Gramont 2nd arr 75002 Paris France,Paris,France,48.8690126,2.3368708,8.9,480,225,1,1,1,1,1,0,0,0
90,Hotel Gran Derby Suites,Loreto 28 Les Corts 08029 Barcelona Spain,Barcelona,Spain,41.3900104,2.1422396,8.5,470,170,1,1,0,0,1,0,0,0
91,Ambassade Hotel,Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,Amsterdam,Netherlands,52.369391,4.8871721,9.3,1611,225,1,0,0,0,1,1,0,0
92,Apex City Of London Hotel,No 1 Seething Lane City of London London EC3N 4AX United Kingdom,London,United Kingdom,51.5104624,-0.0795502,9.0,2750,265,1,0,0,0,1,1,0,0
93,Acad mie H tel Saint Germain,32 rue des Saints P res 7th arr 75007 Paris France,Paris,France,48.855263,2.3305901,9.0,855,270,1,0,0,1,1,0,0,0
94,Shaftesbury Premier London Paddington,55 61 Westbourne Terrace Westminster Borough London W2 3UY United Kingdom,London,United Kingdom,51.5153672,-0.1783271,7.3,3609,210,1,0,0,0,1,0,0,0
95,Saint SHERMIN bed breakfast champagne,Rilke Platz 7 04 Wieden 1040 Vienna Austria,Vienna,Austria,48.1978409,16.367087,9.0,651,205,1,0,0,0,1,0,0,0
96,Hotel Regina,Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria,Vienna,Austria,48.2163343,16.3595536,8.4,1948,180,1,0,0,0,1,0,0,0
97,The Corner Hotel,Mallorca 178 Eixample 08036 Barcelona Spain,Barcelona,Spain,41.3890578,2.1565948,9.3,460,195,1,1,0,0,1,1,1,0
98,The Grosvenor,101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,London,United Kingdom,51.4956657,-0.1452793,8.4,3274,245,1,0,0,0,1,1,1,0
99,Hotel Verneuil Saint Germain,8 rue de Verneuil 7th arr 75007 Paris France,Paris,France,48.8573706,2.3314669,8.7,165,250,1,0,0,0,1,0,0,0
100,Pullman Barcelona Skipper,Avenida Litoral 10 Ciutat Vella 08005 Barcelona Spain,Barcelona,Spain,41.3860183,2.19473,8.6,1424,175,1,1,1,1,1,1,0,0
101,The Nadler Soho,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom,London,United Kingdom,51.5147387,-0.1341108,9.0,1394,275,1,0,0,0,1,1,0,0
102,Hotel Carrobbio,Via Medici 3 Milan City Center 20123 Milan Italy,Milan,Italy,45.4606597,9.1810947,8.0,888,180,1,0,0,1,1,0,0,0
103,Hotel Elys es Bassano,24 rue Bassano 16th arr 75016 Paris France,Paris,France,48.8689307,2.2974503,7.9,652,235,1,0,0,0,1,1,0,0
104,Hotel Manin,Via Manin 7 Milan City Center 20121 Milan Italy,Milan,Italy,45.4739801,9.1960671,8.4,1757,215,1,0,0,0,1,0,0,0
105,Hotel degli Arcimboldi,Viale Sarca 336 Bicocca Zara 20125 Milan Italy,Milan,Italy,45.5257221,9.2150033,8.3,10842,195,1,0,0,0,1,0,0,0
106,NH Milano Grand Hotel Verdi,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,Milan,Italy,45.4814923,9.192023,8.2,1178,200,1,0,0,0,1,1,0,0
107,Hotel Saint Dominique,62 Rue Saint Dominique 7th arr 75007 Paris France,Paris,France,48.8599998,2.3087425,8.7,516,230,1,0,0,0,1,0,0,0
108,Residence Henri IV,50 rue des Bernardins 5th arr 75005 Paris France,Paris,France,48.8481917,2.3490316,9.1,454,235,1,0,0,0,1,0,0,0
109,St Martins Lane A Morgans Original,45 St Martin s Lane Westminster Borough London WC2N 4HX United Kingdom,London,United Kingdom,51.5104696,-0.1265824,9.0,1241,270,1,0,1,0,1,1,0,0
110,Millennium Hotel London Knightsbridge,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,London,United Kingdom,51.4999683,-0.1599927,7.5,2746,235,1,0,0,0,1,1,1,0
111,Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,Milan,Italy,45.50054,9.2208089,8.0,1199,195,1,0,0,0,1,0,0,0
112,Hotel Arena,s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,Amsterdam,Netherlands,52.3605759,4.9159683,7.7,1403,195,1,0,0,0,1,0,0,0
113,The Soho Hotel,4 Richmond Mews Westminster Borough London W1D 3DH United Kingdom,London,United Kingdom,51.5139805,-0.1337948,9.5,385,275,1,0,1,0,1,1,0,0
114,Hotel Ciutadella Barcelona,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3837583,2.1846933,8.1,448,160,1,0,0,0,1,0,0,0
115,NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,Amsterdam,Netherlands,52.3727067,4.8943658,8.4,4686,235,1,0,0,0,1,1,0,0
116,Hotel Gallitzinberg,Johann Staud Stra e 32 16 Ottakring 1160 Vienna Austria,Vienna,Austria,48.2145071,16.2845042,8.6,173,225,1,0,0,0,1,0,0,0
117,H tel Le Marianne,11 rue Paul Baudry 8th arr 75008 Paris France,Paris,France,48.8725794,2.3075779,8.7,213,260,1,0,0,0,1,0,0,0
118,Fifty Four Boutique Hotel,54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,London,United Kingdom,51.4963008,-0.1796853,8.2,684,250,1,0,0,0,1,0,0,0
119,Armani Hotel Milano,Via Manzoni 31 Milan City Center 20121 Milan Italy,Milan,Italy,45.470532,9.19302,9.2,835,250,1,0,1,1,1,1,1,0
120,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,Barcelona,Spain,41.3893478,2.1209755,8.6,375,175,0,1,0,0,1,0,0,0
121,H tel Victor Hugo Paris Kl ber,19 Rue Copernic 16th arr 75016 Paris France,Paris,France,48.8690198,2.2891278,7.9,236,185,1,0,0,0,0,0,0,0
122,Hotel Moonlight,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,London,United Kingdom,51.4940285,-0.1910497,9.0,617,240,1,0,0,0,1,0,0,0
123,Hotel Claridge Paris,37 rue Fran ois 1er 8th arr 75008 Paris France,Paris,France,48.8684243,2.3036244,8.1,724,210,1,0,0,0,1,0,0,0
124,D clic Hotel,17 rue Duhesme 18th arr 75018 Paris France,Paris,France,48.8908018,2.3380204,8.8,360,275,1,0,0,0,1,0,0,0
125,H tel Duc De St Simon,14 Rue St Simon 7th arr 75007 Paris France,Paris,France,48.8560685,2.3236846,9.0,379,275,1,0,0,0,1,1,0,0
126,Hotel ViennArt am Museumsquartier,Breite Gasse 9 07 Neubau 1070 Vienna Austria,Vienna,Austria,48.2035677,16.356445,8.4,2692,185,1,0,0,0,1,0,1,0
127,H tel Lancaster Paris Champs Elys es,7 rue de Berri 8th arr 75008 Paris France,Paris,France,48.8723438,2.3033378,8.8,254,240,1,0,0,0,1,1,0,0
128,Drawing Hotel,17 rue de Richelieu 1st arr 75001 Paris France,Paris,France,48.8644382,2.3359148,8.9,67,230,0,0,0,0,1,0,0,0
129,Hotel 55,Hanger Lane Ealing London W5 3HL United Kingdom,London,United Kingdom,51.5213303,-0.2915052,8.5,722,240,1,0,0,0,1,0,0,0
130,Hotel Cambon,3 Rue Cambon 1st arr 75001 Paris France,Paris,France,48.866435,2.3251076,8.3,323,255,1,0,0,0,1,0,0,0
131,Golden Tulip Amsterdam West,Molenwerf 1 1014 AG Amsterdam Netherlands,Amsterdam,Netherlands,52.385601,4.8470597,8.5,7586,205,1,0,0,0,1,1,0,0
132,London Bridge Hotel,8 18 London Bridge St Southwark London SE1 9SG United Kingdom,London,United Kingdom,51.5052188,-0.088166,8.7,311,270,1,0,0,0,1,1,0,0
133,Chateau Frontenac,54 rue Pierre Charron 8th arr 75008 Paris France,Paris,France,48.8689468,2.3026559,8.5,858,240,1,0,1,0,1,1,0,0
134,Tryp Barcelona Apolo Hotel,Avenida Paralelo 57 59 Sants Montju c 08004 Barcelona Spain,Barcelona,Spain,41.3747031,2.1707106,7.8,883,170,1,1,1,0,1,0,0,0
135,Hotel Square,3 Rue De Boulainvilliers 16th arr 75016 Paris France,Paris,France,48.851589,2.2777274,8.5,148,240,1,0,0,0,1,0,0,0
136,NH Carlton Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,Amsterdam,Netherlands,52.3663727,4.8930505,7.0,4231,185,1,0,0,0,1,1,0,0
137,Mercure Paris Notre Dame Saint Germain des Pr s,20 rue du Sommerard 5th arr 75005 Paris France,Paris,France,48.8503074,2.3450612,8.0,268,210,1,0,0,0,1,0,0,0
138,Hotel Schani Wien,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,Vienna,Austria,48.1824271,16.3808291,8.8,2464,180,1,0,0,0,1,0,0,0
139,The RE London Shoreditch,419 437 Hackney Road London E2 8PP United Kingdom,London,United Kingdom,51.531979,-0.061598,7.8,2147,205,1,0,1,0,1,1,0,0
140,Holiday Inn Paris Gare de Lyon Bastille,11 15 Rue De Lyon 12th arr 75012 Paris France,Paris,France,48.8468064,2.3714789,8.3,2200,245,1,0,0,0,1,0,0,0
141,Courtyard by Marriott Vienna Prater Messe,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,Vienna,Austria,48.2130607,16.4133973,8.7,1766,205,1,0,1,1,1,1,0,0
142,ME London by Melia,336 337 Strand London Westminster Borough London WC2R 1HA United Kingdom,London,United Kingdom,51.511879,-0.118552,9.2,1017,290,1,0,1,0,1,1,0,0
143,Rafayel Hotel Spa,34 Lombard Road Battersea London SW11 3RF United Kingdom,London,United Kingdom,51.4703604,-0.1779869,8.0,1378,250,1,1,1,1,1,1,0,0
144,NH Sants Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,Barcelona,Spain,41.384591,2.1378107,8.2,1122,170,1,0,0,0,1,0,0,0
145,Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,London,United Kingdom,51.5144004,-0.1565506,8.5,3980,270,1,0,0,0,1,1,1,0
146,Hotel Indigo Barcelona Plaza Catalunya,Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,Barcelona,Spain,41.391362,2.1700953,8.6,802,175,1,1,1,0,1,0,0,0
147,St James Court A Taj Hotel London,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,London,United Kingdom,51.4986732,-0.1376867,8.7,5394,265,1,0,0,1,1,1,0,0
148,Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,Barcelona,Spain,41.3896916,2.1798661,8.8,2094,185,1,1,0,0,1,0,0,0
149,Blakes Hotel,33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,London,United Kingdom,51.4892447,-0.1803196,8.0,190,230,1,0,1,0,1,0,0,0
150,B Montmartre,6 Rue Lecluse 17th arr 75017 Paris France,Paris,France,48.883631,2.3257643,9.2,332,270,1,0,0,0,1,0,1,0
151,Banke H tel,20 Rue La Fayette 9th arr 75009 Paris France,Paris,France,48.8735736,2.335965,8.4,688,255,1,0,1,1,1,1,0,0
